symbol,entry_time,exit_time,side,strategy,entry_price,exit_price,exit_type,position_value,pnl_usdt,pnl_percent,leverage,sl_price,tp_price,adx,rsi,atr,volume_valid,month
BTC/USDT,2026-01-02 09:10:00,2026-01-02 09:15:00,SHORT,LIQUIDITY_REVERSAL_MASTER,89387.85778861935,89122.57110569032,TP,100.0,4.37172346936148,4.45172346936148,15,89564.7155772387,89122.57110569032,28.64018038376606,67.79208047051955,88.42889430967548,True,2026-01
BTC/USDT,2026-01-02 14:05:00,2026-01-02 14:10:00,SHORT,LIQUIDITY_REVERSAL_MASTER,89465.01991433869,89170.24004283066,TP,100.43717234693615,4.883633412309126,4.942376447078562,15,89661.53982867737,89170.24004283066,14.14833181425281,39.12378511074838,98.25995716934366,True,2026-01
BTC/USDT,2026-01-04 03:30:00,2026-01-04 04:30:00,SHORT,LIQUIDITY_REVERSAL_MASTER,91271.77174706668,91483.64349413337,SL,100.92553568816706,-3.5949599666270413,-3.4819924552439407,15,91483.64349413337,90953.96412646666,20.778827231860515,45.474459336144974,105.93587353334416,True,2026-01
BTC/USDT,2026-01-04 12:40:00,2026-01-04 13:15:00,SHORT,LIQUIDITY_REVERSAL_MASTER,91216.62338492503,90979.4383075375,TP,100.56603969150436,3.841984168484845,3.900359417821848,15,91374.74676985005,90979.4383075375,23.78987263210697,32.72723036200267,79.06169246251277,True,2026-01
BTC/USDT,2026-01-04 18:30:00,2026-01-04 18:35:00,SHORT,LIQUIDITY_REVERSAL_MASTER,91220.22759874363,91032.68620062819,TP,100.95023810835283,3.03242248181592,3.08387848373486,15,91345.25519748726,91032.68620062819,21.73794690618466,30.734012353302365,62.51379937181594,True,2026-01
BTC/USDT,2026-01-06 17:40:00,2026-01-06 20:05:00,LONG,LIQUIDITY_REVERSAL_MASTER,91680.66944526612,92458.76527736694,TP,101.25348035653444,12.80910450787797,12.730532567151732,15,91161.93889053224,92458.76527736694,43.09678524949869,29.40116217894509,259.3652773669399,True,2026-01
BTC/USDT,2026-01-08 09:20:00,2026-01-08 10:20:00,LONG,LIQUIDITY_REVERSAL_MASTER,89787.2884772365,90215.55576138177,TP,102.53439080732224,7.253998414956362,7.154697921195758,15,89501.77695447301,90215.55576138177,28.467612250065297,35.48022867308227,142.75576138175103,True,2026-01
BTC/USDT,2026-01-08 11:20:00,2026-01-08 14:25:00,LONG,LIQUIDITY_REVERSAL_MASTER,89841.8902586796,89565.7805173592,SL,103.25979064881788,-4.842809449396045,-4.609927627169255,15,89565.7805173592,90256.05487066018,19.634405752813265,45.54632758375158,138.05487066019538,True,2026-01
BTC/USDT,2026-01-08 15:05:00,2026-01-08 15:25:00,LONG,LIQUIDITY_REVERSAL_MASTER,89761.71155086454,90542.89422456773,TP,102.77550970387827,13.334376614708285,13.05427437054599,15,89240.92310172907,90542.89422456773,25.12107803412444,61.90060386124557,260.39422456773184,True,2026-01
BTC/USDT,2026-01-09 08:50:00,2026-01-09 08:55:00,LONG,LIQUIDITY_REVERSAL_MASTER,89356.33491967748,89841.83254016125,TP,104.10894736534911,8.401502352954717,8.149913840806937,15,89032.66983935496,89841.83254016125,44.62312049350353,15.506358196430401,161.83254016125755,True,2026-01
